docname,pre,keyword,post,id,date,id_day
text219,"and our values . , italy stands for us . thank you very much , mr . prime minister !",thank you,"for your strength , for your perseverance . thank you for proving that the principles of decent people are truly",219,2022-06-23,3
text219,"thank you very much , mr . prime minister ! thank you for your strength , for your perseverance .",thank you,"for proving that the principles of decent people are truly the foundation of europe . , spain stands for us",219,2022-06-23,3
text219,"proving that the principles of decent people are truly the foundation of europe . , spain stands for us .",thank you,", mr . prime minister ! i believe that we can significantly strengthen our relations . , belgium stands for",219,2022-06-23,3
text219,". prime minister ! i believe that we can significantly strengthen our relations . , belgium stands for us .",thank you,", mr . prime minister ! we hope that after our victory we will be able to see each other",219,2022-06-23,3
text219,"be able to see each other often in brussels on common european affairs . , austria stands for us .",thank you,", mr . chancellor ! i am convinced that we will be able to make europe even safer and historically",219,2022-06-23,3
text219,"will be able to make europe even safer and historically the most stable . , ireland stands for us .",thank you,", mr . prime minister ! this is a historic rapprochement of our nations . your personal leadership is truly",219,2022-06-23,3
text219,"a historic rapprochement of our nations . your personal leadership is truly impressive . , hungary stands for us .",thank you,", mr . prime minister , thank you , viktor , together we are capable of much more than alone",219,2022-06-23,3
text219,"personal leadership is truly impressive . , hungary stands for us . thank you , mr . prime minister ,",thank you,", viktor , together we are capable of much more than alone ! , mrs . president of the european",219,2022-06-23,3
text219,"everyone who defends the independence of ukraine with weapons in their hands , defends the freedom of europe . ,",thank you,"! thank you for making possible a new history of ukraine , a new history of europe - even stronger",219,2022-06-23,3
text219,"the independence of ukraine with weapons in their hands , defends the freedom of europe . , thank you !",thank you,"for making possible a new history of ukraine , a new history of europe - even stronger , even freer",219,2022-06-23,3
text219,"possible a new history of ukraine , a new history of europe - even stronger , even freer . ,",thank you,"all so much ! , glory to ukraine !",219,2022-06-23,3
text221,"freedom and truth , the sooner russia’s war against ukraine will end . prove that freedom always wins ! ,",thank you,". , слава україні !",221,2022-06-24,2
text228,". all russia's actions must receive a legal assessment - global sanctions for destroying the international legal order . ,",thank you,for your attention and i wish to say just one more thing . various countries of the world may have,228,2022-06-29,1
text228,". tens of thousands of people . i ask you to commemorate them with a moment of silence . ,",thank you,.,228,2022-06-29,1
text230,"do you have them ? are you really sure about that ? , thanks again for the invitation . ,",thank you,"very much for your attention . , glory to ukraine !",230,2022-06-29,3
text231,but let’s talk about this later . we will do everything to bring every ukrainian man and woman home .,thank you,"again . , glory to ukraine !",231,2022-06-29,4
text233,"gentlemen ! , dear attendees and all people who watch us in different countries of our wonderful world ! ,",thank you,"for the invitation to participate in your forum . gamechanging is really something that can be said about ukraine ,",233,2022-07-01,1
text233,"will believe that the game can change in their favor . we have to do it in time ! ,",thank you,"for your attention ! , glory to ukraine !",233,2022-07-01,1
text234,", sometimes they were not easy . and i want to thank everyone present , our cabinet of ministers .",thank you,". i am thankful to each and every one . it's really hard work , which turned out to be",234,2022-07-01,2
text234,"of the european commission to deliver a speech in the verkhovna rada of ukraine . ursula , i wish to",thank you,"once again for your leadership in building these powerful and strong historical relations between ukraine and europe , which have",234,2022-07-01,2
text235,"norway has already given us significant support , but there will be an additional package of 1 billion euros .",thank you,"so much . we will not forget . , a special group on international security guarantees for ukraine was formed",235,2022-07-01,3
text238,"time when we can all serve peace in the whole world . , and this time is now ! ,",thank you,"! , glory to ukraine !",238,2022-07-04,1
text239,"europe is more powerful , that our values cannot be destroyed . and we will definitely do it . ,",thank you,"very much for your attention ! , i invite you all to our beautiful country , the best in the",239,2022-07-04,2
text241,", dear mrs . presidents ! , ladies and gentlemen ! ,",thank you,"for the invitation to participate in this roundtable . , now , if we look at the news about the",241,2022-07-05,1
text241,"collective security . with unconditional principles , without which nothing is possible - neither unity , nor security . ,",thank you,"! , glory to ukraine !",241,2022-07-05,1
text245,"resist russian pressure , but who can fight thanks to their honesty and brave heart . today i want to",thank you,", friends . i want to thank the entire slovenian people , for your honesty and for your brave heart",245,2022-07-08,1
text245,"fundamental level - the level of a positive result in the negotiations regarding ukraine's membership in the eu . ,",thank you,"for your attention ! , skupaj bomo zmagali ! , glory to ukraine !",245,2022-07-08,1
text246,"grateful for all the kind words i heard today in dnipro , that i heard on the front line .",thank you,", first of all . , today , i addressed the parliament of slovenia . every day and under any",246,2022-07-09,1
text246,"i wished him good health , i wished him and all of us the most important thing – victory .",thank you,"for your service ! , and tomorrow , on july 9 , and in fact already after sunset today ,",246,2022-07-09,1
text247,"am already preparing for the new week – there will be important news , including from government officials . ,",thank you,"to everyone who defends the state ! , glory to ukraine !",247,2022-07-09,2
text250,"do their job every day . with faith in ukraine , with faith in victory . now i want to",thank you,"all . thank you for having you . thank you for being with ukraine . , in the evening ,",250,2022-07-12,1
text250,"day . with faith in ukraine , with faith in victory . now i want to thank you all .",thank you,"for having you . thank you for being with ukraine . , in the evening , as always , i",250,2022-07-12,1
text250,", with faith in victory . now i want to thank you all . thank you for having you .",thank you,"for being with ukraine . , in the evening , as always , i signed the decree awarding our heroes",250,2022-07-12,1
text251,"punished , and all other potential aggressors in the world have no alternative to a normal peaceful life . ,",thank you,"for your attention ! , glory to ukraine !",251,2022-07-13,1
text253,"day , all those who were killed by russia on our ukrainian land and in the ukrainian sky . ,",thank you,. i am grateful to you for honoring the memory of the victims of russian aggression with me . just,253,2022-07-14,1
text253,"order , that can be compared only to the nuremberg trials . this is our joint task . , i",thank you,"for your help ! , i thank you for your attention ! , glory to ukraine !",253,2022-07-14,1
text253,"the nuremberg trials . this is our joint task . , i thank you for your help ! , i",thank you,"for your attention ! , glory to ukraine !",253,2022-07-14,1
text263,"things . this is the summit of those whose power , though soft , is always invincible . , i",thank you,"all for participating ! i thank our friends , close friends from latvia , lithuania , from all continents of",263,2022-07-23,1
